industry,segment,year,month,date,employees,hours,earnings
wholesale trade,total,2013,M01,1/1/13,5640.3,38.5,27.16
wholesale trade,total,2013,M02,2/1/13,5643.4,38.8,27.18
wholesale trade,total,2013,M03,3/1/13,5645.6,38.8,27.42
wholesale trade,total,2013,M04,4/1/13,5645.4,38.5,27.51
wholesale trade,total,2013,M05,5/1/13,5650.1,38.8,27.49
wholesale trade,total,2013,M06,6/1/13,5655.8,38.7,27.61
wholesale trade,total,2013,M07,7/1/13,5662.9,38.7,27.61
wholesale trade,total,2013,M08,8/1/13,5669,38.9,27.57
wholesale trade,total,2013,M09,9/1/13,5681.8,38.6,27.73
wholesale trade,total,2013,M10,10/1/13,5669.9,38.8,27.71
wholesale trade,total,2013,M11,11/1/13,5681.3,39,27.82
wholesale trade,total,2013,M12,12/1/13,5687.1,38.7,27.75
wholesale trade,total,2014,M01,1/1/14,5702.5,38.8,27.81
wholesale trade,total,2014,M02,2/1/14,5708.7,38.7,27.84
wholesale trade,total,2014,M03,3/1/14,5713.8,38.9,27.9
wholesale trade,total,2014,M04,4/1/14,5728.4,38.8,27.93
wholesale trade,total,2014,M05,5/1/14,5735.2,38.9,27.94
wholesale trade,total,2014,M06,6/1/14,5746.4,38.9,27.83
wholesale trade,total,2014,M07,7/1/14,5749.3,38.9,27.85
wholesale trade,total,2014,M08,8/1/14,5747.4,39,28.14
wholesale trade,total,2014,M09,9/1/14,5754.7,39,27.98
wholesale trade,total,2014,M10,10/1/14,5757.2,38.9,27.95
wholesale trade,total,2014,M11,11/1/14,5760.2,39,28.13
wholesale trade,total,2014,M12,12/1/14,5767.8,38.9,28.13
wholesale trade,total,2015,M01,1/1/15,5768.8,38.9,28.21
wholesale trade,total,2015,M02,2/1/15,5781.1,38.9,28.32
wholesale trade,total,2015,M03,3/1/15,5782.9,38.8,28.27
wholesale trade,total,2015,M04,4/1/15,5779.3,38.8,28.35
wholesale trade,total,2015,M05,5/1/15,5786.8,38.9,28.59
wholesale trade,total,2015,M06,6/1/15,5784.5,38.8,28.52
wholesale trade,total,2015,M07,7/1/15,5785,38.9,28.55
wholesale trade,total,2015,M08,8/1/15,5785.4,38.8,28.71
wholesale trade,total,2015,M09,9/1/15,5775.8,38.9,28.62
wholesale trade,total,2015,M10,10/1/15,5777.3,38.9,28.74
wholesale trade,total,2015,M11,11/1/15,5778.2,38.9,28.72
wholesale trade,total,2015,M12,12/1/15,5776.5,39,28.73
wholesale trade,total,2016,M01,1/1/16,5778,39,28.9
wholesale trade,total,2016,M02,2/1/16,5776.9,38.9,28.92
wholesale trade,total,2016,M03,3/1/16,5779.9,38.8,29.2
wholesale trade,total,2016,M04,4/1/16,5785.1,39,29.29
wholesale trade,total,2016,M05,5/1/16,5783.5,38.8,29.35
wholesale trade,total,2016,M06,6/1/16,5779.8,38.8,29.34
wholesale trade,total,2016,M07,7/1/16,5781.3,38.9,29.54
wholesale trade,total,2016,M08,8/1/16,5784.2,38.8,29.53
wholesale trade,total,2016,M09,9/1/16,5796.1,38.9,29.53
wholesale trade,total,2016,M10,10/1/16,5797.5,39,29.7
wholesale trade,total,2016,M11,11/1/16,5800.3,38.9,29.6
wholesale trade,total,2016,M12,12/1/16,5796.9,38.9,29.7
wholesale trade,total,2017,M01,1/1/17,5802.1,38.9,29.81
wholesale trade,total,2017,M02,2/1/17,5805,38.9,29.82
wholesale trade,total,2017,M03,3/1/17,5807.1,38.9,29.76
wholesale trade,total,2017,M04,4/1/17,5807.4,39,29.89
wholesale trade,total,2017,M05,5/1/17,5807.3,39,29.85
wholesale trade,total,2017,M06,6/1/17,5813.3,39.1,29.86
wholesale trade,total,2017,M07,7/1/17,5814.7,39.2,29.94
wholesale trade,total,2017,M08,8/1/17,5817,39.1,29.87
wholesale trade,total,2017,M09,9/1/17,5816.4,39,30
wholesale trade,total,2017,M10,10/1/17,5821.2,39,29.94
wholesale trade,total,2017,M11,11/1/17,5821.2,39.1,30.02
wholesale trade,total,2017,M12,12/1/17,5824,39.3,30.13
wholesale trade,total,2018,M01,1/1/18,5821.7,39,30.09
wholesale trade,total,2018,M02,2/1/18,5824.6,39,30.13
wholesale trade,total,2018,M03,3/1/18,5837.3,39,30.15
wholesale trade,total,2018,M04,4/1/18,5814.1,39,30.16
wholesale trade,total,2018,M05,5/1/18,5820.2,39.1,30.29
wholesale trade,total,2018,M06,6/1/18,5824.8,39.2,30.43
wholesale trade,total,2018,M07,7/1/18,5837.7,39.1,30.37
wholesale trade,total,2018,M08,8/1/18,5855.7,39.1,30.49
wholesale trade,total,2018,M09,9/1/18,5852.8,39,30.67
wholesale trade,total,2018,M10,10/1/18,5856.8,38.9,30.66
wholesale trade,total,2018,M11,11/1/18,5864.2,38.9,30.71
wholesale trade,total,2018,M12,12/1/18,5869.1,39,31.03
wholesale trade,total,2019,M01,1/1/19,5877.7,39,30.84
wholesale trade,total,2019,M02,2/1/19,5886.4,39,31.01
wholesale trade,total,2019,M03,3/1/19,5882.7,39,31.29
wholesale trade,total,2019,M04,4/1/19,5888.5,39,31.1
wholesale trade,total,2019,M05,5/1/19,5889.5,38.9,31.29
wholesale trade,total,2019,M06,6/1/19,5883.4,38.9,31.38
wholesale trade,total,2019,M07,7/1/19,5889.9,38.8,31.3
wholesale trade,total,2019,M08,8/1/19,5886.8,38.9,31.58
wholesale trade,total,2019,M09,9/1/19,5888.5,38.9,31.53
wholesale trade,total,2019,M10,10/1/19,5895.5,38.9,31.61
wholesale trade,total,2019,M11,11/1/19,5892.1,38.9,31.72
wholesale trade,total,2019,M12,12/1/19,5896.2,38.8,31.68
wholesale trade,total,2020,M01,1/1/20,5897.7,38.8,31.72
wholesale trade,total,2020,M02,2/1/20,5892.8,38.7,31.85
wholesale trade,total,2020,M03,3/1/20,5875.4,38.7,31.92
wholesale trade,total,2020,M04,4/1/20,5488.2,37.7,32.47
wholesale trade,total,2020,M05,5/1/20,5502.7,38,32.46
wholesale trade,total,2020,M06,6/1/20,5545.3,38.3,32.27
wholesale trade,total,2020,M07,7/1/20,5528.1,38.3,32.4
wholesale trade,total,2020,M08,8/1/20,5540.3,38.5,32.53
wholesale trade,total,2020,M09,9/1/20,5565.7,38.6,32.54
wholesale trade,total,2020,M10,10/1/20,5574.6,38.7,32.66
wholesale trade,total,2020,M11,11/1/20,5584.3,38.7,32.78
wholesale trade,total,2020,M12,12/1/20,5598.2,38.7,32.87
wholesale trade,total,2021,M01,1/1/21,5611.7,39.1,32.99
wholesale trade,total,2021,M02,2/1/21,5622.4,38.7,33.13
wholesale trade,total,2021,M03,3/1/21,5635.5,39.1,33.2
wholesale trade,total,2021,M04,4/1/21,5647.1,39.2,33.32
wholesale trade,total,2021,M05,5/1/21,5655.6,39.2,33.46
wholesale trade,total,2021,M06,6/1/21,5675.6,39.2,33.56
wholesale trade,total,2021,M07,7/1/21,5693.8,39.3,33.77
wholesale trade,total,2021,M08,8/1/21,5699.2,39.1,33.84
wholesale trade,total,2021,M09,9/1/21,5703.9,39.3,33.98
wholesale trade,total,2021,M10,10/1/21,5716.3,39.4,34.17
wholesale trade,total,2021,M11,11/1/21,5731.2,39.2,34.19
wholesale trade,total,2021,M12,12/1/21,5749.7,39.2,34.42
wholesale trade,total,2022,M01,1/1/22,5762.3,39.1,34.46
wholesale trade,total,2022,M02,2/1/22,5788.8,39.2,34.6
wholesale trade,total,2022,M03,3/1/22,5814.7,39.4,34.7
wholesale trade,total,2022,M04,4/1/22,5837.6,39.2,34.79
wholesale trade,total,2022,M05,5/1/22,5851.7,39.1,34.85
retail trade,total,2006,M03,3/1/06,15392,31.2,15.25
retail trade,total,2006,M04,4/1/06,15347.7,31.6,15.24
retail trade,total,2006,M05,5/1/06,15320.1,31.4,15.17
retail trade,total,2006,M06,6/1/06,15330.2,31.5,15.23
retail trade,total,2006,M07,7/1/06,15329.6,31.6,15.2
retail trade,total,2006,M08,8/1/06,15338.9,31.6,15.15
retail trade,total,2006,M09,9/1/06,15354.3,31.6,15.1
retail trade,total,2006,M10,10/1/06,15373.7,31.6,15.12
retail trade,total,2006,M11,11/1/06,15402.6,31.8,15.1
retail trade,total,2006,M12,12/1/06,15407.3,31.7,15.13
retail trade,total,2007,M01,1/1/07,15447.6,31.7,15.12
retail trade,total,2007,M02,2/1/07,15479.3,31.6,15.12
retail trade,total,2007,M03,3/1/07,15547.7,31.7,15.1
retail trade,total,2007,M04,4/1/07,15513.2,31.6,15.11
retail trade,total,2007,M05,5/1/07,15534.5,31.7,15.09
retail trade,total,2007,M06,6/1/07,15513.9,31.9,15.15
retail trade,total,2007,M07,7/1/07,15515,31.7,15.08
retail trade,total,2007,M08,8/1/07,15517.1,31.8,15.1
retail trade,total,2007,M09,9/1/07,15523.3,31.7,15.11
retail trade,total,2007,M10,10/1/07,15518.4,31.7,15.21
retail trade,total,2007,M11,11/1/07,15578.9,31.7,15.17
retail trade,total,2007,M12,12/1/07,15577.4,31.7,15.15
retail trade,total,2008,M01,1/1/08,15568.5,31.7,15.11
retail trade,total,2008,M02,2/1/08,15527.5,31.7,15.16
retail trade,total,2008,M03,3/1/08,15534.5,31.7,15.15
retail trade,total,2008,M04,4/1/08,15433.6,31.6,15.19
retail trade,total,2008,M05,5/1/08,15379.2,31.5,15.25
retail trade,total,2008,M06,6/1/08,15342.8,31.6,15.23
retail trade,total,2008,M07,7/1/08,15307.4,31.4,15.24
retail trade,total,2008,M08,8/1/08,15249,31.5,15.29
retail trade,total,2008,M09,9/1/08,15178.6,31.4,15.27
retail trade,total,2008,M10,10/1/08,15100.8,31.3,15.23
retail trade,total,2008,M11,11/1/08,14989.4,31.3,15.26
retail trade,total,2008,M12,12/1/08,14876.9,30.7,15.29
retail trade,total,2009,M01,1/1/09,14794.5,31.3,15.31
retail trade,total,2009,M02,2/1/09,14719.4,31.3,15.31
retail trade,total,2009,M03,3/1/09,14650.7,31.2,15.35
retail trade,total,2009,M04,4/1/09,14563.1,31.3,15.31
retail trade,total,2009,M05,5/1/09,14558.3,31.3,15.38
retail trade,total,2009,M06,6/1/09,14541,31.2,15.35
retail trade,total,2009,M07,7/1/09,14488.9,31.2,15.4
retail trade,total,2009,M08,8/1/09,14480.5,31.2,15.52
retail trade,total,2009,M09,9/1/09,14450.2,31.5,15.5
retail trade,total,2009,M10,10/1/09,14381.6,31.3,15.42
retail trade,total,2009,M11,11/1/09,14379.4,31.3,15.47
retail trade,total,2009,M12,12/1/09,14334.8,31.1,15.47
retail trade,total,2010,M01,1/1/10,14401,31.3,15.51
retail trade,total,2010,M02,2/1/10,14397.1,31.2,15.5
retail trade,total,2010,M03,3/1/10,14446.7,31.3,15.55
retail trade,total,2010,M04,4/1/10,14427.2,31.4,15.62
retail trade,total,2010,M05,5/1/10,14438.6,31.3,15.51
retail trade,total,2010,M06,6/1/10,14442.1,31.3,15.53
retail trade,total,2010,M07,7/1/10,14449.2,31.4,15.59
retail trade,total,2010,M08,8/1/10,14454.3,31.6,15.54
retail trade,total,2010,M09,9/1/10,14478.3,31.4,15.59
retail trade,total,2010,M10,10/1/10,14510.7,31.5,15.66
retail trade,total,2010,M11,11/1/10,14486,31.4,15.66
retail trade,total,2010,M12,12/1/10,14474.1,31.6,15.67
retail trade,total,2011,M01,1/1/11,14537.1,31.4,15.73
retail trade,total,2011,M02,2/1/11,14558.2,31.4,15.76
retail trade,total,2011,M03,3/1/11,14589.2,31.4,15.74
retail trade,total,2011,M04,4/1/11,14646.2,31.7,15.8
retail trade,total,2011,M05,5/1/11,14645.8,31.5,15.84
retail trade,total,2011,M06,6/1/11,14681.7,31.5,15.82
retail trade,total,2011,M07,7/1/11,14725.4,31.5,16
retail trade,total,2011,M08,8/1/11,14719.4,31.5,15.86
retail trade,total,2011,M09,9/1/11,14743.8,31.7,15.81
retail trade,total,2011,M10,10/1/11,14749.5,31.7,15.97
retail trade,total,2011,M11,11/1/11,14754.8,31.7,16.06
retail trade,total,2011,M12,12/1/11,14747,31.8,16.03
retail trade,total,2012,M01,1/1/12,14817.1,31.8,16.04
retail trade,total,2012,M02,2/1/12,14795.3,31.9,16.08
retail trade,total,2012,M03,3/1/12,14826.1,31.8,16.11
retail trade,total,2012,M04,4/1/12,14837.7,31.7,16.19
retail trade,total,2012,M05,5/1/12,14834.4,31.6,16.22
retail trade,total,2012,M06,6/1/12,14817.5,31.6,16.34
retail trade,total,2012,M07,7/1/12,14812.4,31.5,16.35
retail trade,total,2012,M08,8/1/12,14817.4,31.5,16.36
retail trade,total,2012,M09,9/1/12,14853.7,31.5,16.41
retail trade,total,2012,M10,10/1/12,14869,31.5,16.43
retail trade,total,2012,M11,11/1/12,14944.7,31.7,16.38
retail trade,total,2012,M12,12/1/12,14913.8,31.5,16.53
retail trade,total,2013,M01,1/1/13,14936.3,31.3,16.56
retail trade,total,2013,M02,2/1/13,14951.4,31.6,16.55
retail trade,total,2013,M03,3/1/13,14949.1,31.7,16.6
retail trade,total,2013,M04,4/1/13,14968.2,31.4,16.6
retail trade,total,2013,M05,5/1/13,15002,31.6,16.59
retail trade,total,2013,M06,6/1/13,15048.5,31.4,16.65
retail trade,total,2013,M07,7/1/13,15089.7,31.5,16.65
retail trade,total,2013,M08,8/1/13,15129.5,31.5,16.72
retail trade,total,2013,M09,9/1/13,15162.7,31.3,16.68
retail trade,total,2013,M10,10/1/13,15196.3,31.3,16.71
retail trade,total,2013,M11,11/1/13,15212.3,31.2,16.73
retail trade,total,2013,M12,12/1/13,15287.7,31.3,16.69
retail trade,total,2014,M01,1/1/14,15262.9,31.2,16.76
retail trade,total,2014,M02,2/1/14,15243.7,31,16.82
retail trade,total,2014,M03,3/1/14,15248.1,31.3,16.89
retail trade,total,2014,M04,4/1/14,15303,31.4,16.97
retail trade,total,2014,M05,5/1/14,15322.9,31.3,17.01
retail trade,total,2014,M06,6/1/14,15351.8,31.3,17.03
retail trade,total,2014,M07,7/1/14,15374.9,31.3,17.07
retail trade,total,2014,M08,8/1/14,15386.2,31.4,17.08
retail trade,total,2014,M09,9/1/14,15418.9,31.3,17.09
retail trade,total,2014,M10,10/1/14,15469.7,31.4,17.1
retail trade,total,2014,M11,11/1/14,15502.9,31.4,17.2
retail trade,total,2014,M12,12/1/14,15510.5,31.4,17.07
retail trade,total,2015,M01,1/1/15,15520.2,31.3,17.32
retail trade,total,2015,M02,2/1/15,15535.1,31.4,17.35
retail trade,total,2015,M03,3/1/15,15547.7,31.4,17.32
retail trade,total,2015,M04,4/1/15,15566.9,31.4,17.39
retail trade,total,2015,M05,5/1/15,15595.9,31.5,17.43
retail trade,total,2015,M06,6/1/15,15618.7,31.3,17.47
retail trade,total,2015,M07,7/1/15,15639,31.3,17.52
retail trade,total,2015,M08,8/1/15,15637.7,31.4,17.61
retail trade,total,2015,M09,9/1/15,15642.9,31.8,17.68
retail trade,total,2015,M10,10/1/15,15675.4,31.4,17.72
retail trade,total,2015,M11,11/1/15,15695,31.4,17.72
retail trade,total,2015,M12,12/1/15,15699,31.2,17.76
retail trade,total,2016,M01,1/1/16,15723.6,31.3,17.71
retail trade,total,2016,M02,2/1/16,15772.1,31.3,17.78
retail trade,total,2016,M03,3/1/16,15811.2,31.1,17.85
retail trade,total,2016,M04,4/1/16,15811.8,31.1,17.83
retail trade,total,2016,M05,5/1/16,15817.8,31,17.86
retail trade,total,2016,M06,6/1/16,15846.8,31,17.95
retail trade,total,2016,M07,7/1/16,15865.9,31,17.89
retail trade,total,2016,M08,8/1/16,15877.3,30.9,17.91
retail trade,total,2016,M09,9/1/16,15883.3,30.9,17.93
retail trade,total,2016,M10,10/1/16,15890.7,30.9,18
retail trade,total,2016,M11,11/1/16,15857.2,30.8,18.11
retail trade,total,2016,M12,12/1/16,15882.7,31.1,17.96
retail trade,total,2017,M01,1/1/17,15917.8,30.9,18.01
retail trade,total,2017,M02,2/1/17,15882.2,30.8,18.02
retail trade,total,2017,M03,3/1/17,15864.7,30.9,18.06
retail trade,total,2017,M04,4/1/17,15848.3,31.2,18.06
retail trade,total,2017,M05,5/1/17,15835.4,31,18.13
retail trade,total,2017,M06,6/1/17,15834.7,30.9,18.15
retail trade,total,2017,M07,7/1/17,15821.5,30.9,18.19
retail trade,total,2017,M08,8/1/17,15827.1,30.9,18.23
retail trade,total,2017,M09,9/1/17,15821.4,30.9,18.24
retail trade,total,2017,M10,10/1/17,15816.8,31,18.26
retail trade,total,2017,M11,11/1/17,15823.6,31.3,18.29
retail trade,total,2017,M12,12/1/17,15810.1,31.2,18.37
retail trade,total,2018,M01,1/1/18,15781.4,31.1,18.41
retail trade,total,2018,M02,2/1/18,15820.1,31.2,18.47
retail trade,total,2018,M03,3/1/18,15836.1,31.2,18.51
retail trade,total,2018,M04,4/1/18,15834.8,31,18.6
retail trade,total,2018,M05,5/1/18,15843.6,31.1,18.7
retail trade,total,2018,M06,6/1/18,15798,31.1,18.64
retail trade,total,2018,M07,7/1/18,15781.6,31,18.75
retail trade,total,2018,M08,8/1/18,15783.9,30.9,18.85
retail trade,total,2018,M09,9/1/18,15738.7,30.9,18.92
retail trade,total,2018,M10,10/1/18,15705.5,30.8,19.02
retail trade,total,2018,M11,11/1/18,15724.2,30.9,19.08
retail trade,total,2018,M12,12/1/18,15704.1,30.6,19.23
retail trade,total,2019,M01,1/1/19,15683.5,30.7,19.36
retail trade,total,2019,M02,2/1/19,15661.8,30.7,19.46
retail trade,total,2019,M03,3/1/19,15648.6,30.7,19.48
retail trade,total,2019,M04,4/1/19,15645.3,30.7,19.51
retail trade,total,2019,M05,5/1/19,15619.9,30.6,19.52
retail trade,total,2019,M06,6/1/19,15585.3,30.7,19.64
retail trade,total,2019,M07,7/1/19,15589.5,30.7,19.76
retail trade,total,2019,M08,8/1/19,15588.4,30.6,19.77
retail trade,total,2019,M09,9/1/19,15582.1,30.7,19.81
retail trade,total,2019,M10,10/1/19,15591.7,30.6,19.88
retail trade,total,2019,M11,11/1/19,15560.4,30.3,20.01
retail trade,total,2019,M12,12/1/19,15608.6,30.6,20.03
retail trade,total,2020,M01,1/1/20,15594.1,30.4,20.15
retail trade,total,2020,M02,2/1/20,15597.5,30.7,20.27
retail trade,total,2020,M03,3/1/20,15511,30.6,20.43
retail trade,total,2020,M04,4/1/20,13352.5,30.5,21.13
retail trade,total,2020,M05,5/1/20,13689.1,31.2,20.72
retail trade,total,2020,M06,6/1/20,14496.8,31.1,20.59
retail trade,total,2020,M07,7/1/20,14744.5,30.7,21.01
retail trade,total,2020,M08,8/1/20,15044.5,30.8,21.16
retail trade,total,2020,M09,9/1/20,15054.7,30.9,21.32
retail trade,total,2020,M10,10/1/20,15113.6,30.9,21.08
retail trade,total,2020,M11,11/1/20,15111.5,30.9,21.16
retail trade,total,2020,M12,12/1/20,15170.1,30.5,21.37
retail trade,total,2021,M01,1/1/21,15243.5,30.7,21.37
retail trade,total,2021,M02,2/1/21,15292.6,30.5,21.32
retail trade,total,2021,M03,3/1/21,15328.6,30.7,21.5
retail trade,total,2021,M04,4/1/21,15338.8,31,21.64
retail trade,total,2021,M05,5/1/21,15313.6,30.9,21.82
retail trade,total,2021,M06,6/1/21,15381.9,30.8,21.9
retail trade,total,2021,M07,7/1/21,15398.1,30.8,21.95
retail trade,total,2021,M08,8/1/21,15434.7,30.7,22.01
retail trade,total,2021,M09,9/1/21,15493.6,30.7,22.14
retail trade,total,2021,M10,10/1/21,15537,30.8,22.22
retail trade,total,2021,M11,11/1/21,15556.9,31.1,22.33
retail trade,total,2021,M12,12/1/21,15595.1,31.3,22.5
retail trade,total,2022,M01,1/1/22,15716.5,30.4,22.59
retail trade,total,2022,M02,2/1/22,15827.8,30.4,22.66
retail trade,total,2022,M03,3/1/22,15804.9,30.2,22.81
retail trade,total,2022,M04,4/1/22,15817.2,30.1,22.77
retail trade,total,2022,M05,5/1/22,15756.5,30.1,22.85
transportation and warehousing and utilities,total,2006,M03,3/1/06,4417.8,37.9,19.04
transportation and warehousing and utilities,total,2006,M04,4/1/06,4433.3,38.1,19.13
transportation and warehousing and utilities,total,2006,M05,5/1/06,4445.8,38,19.19
transportation and warehousing and utilities,total,2006,M06,6/1/06,4451.3,38.1,19.2
transportation and warehousing and utilities,total,2006,M07,7/1/06,4465.7,38.2,19.24
transportation and warehousing and utilities,total,2006,M08,8/1/06,4465.3,38.1,19.22
transportation and warehousing and utilities,total,2006,M09,9/1/06,4474.5,38.2,19.19
transportation and warehousing and utilities,total,2006,M10,10/1/06,4484,38.2,19.17
transportation and warehousing and utilities,total,2006,M11,11/1/06,4496.1,38.3,19.2
transportation and warehousing and utilities,total,2006,M12,12/1/06,4516.5,38.2,19.31
transportation and warehousing and utilities,total,2007,M01,1/1/07,4518,38.2,19.35
transportation and warehousing and utilities,total,2007,M02,2/1/07,4519.1,38.4,19.47
transportation and warehousing and utilities,total,2007,M03,3/1/07,4522.5,38.4,19.46
transportation and warehousing and utilities,total,2007,M04,4/1/07,4525,38.2,19.41
transportation and warehousing and utilities,total,2007,M05,5/1/07,4526.4,38.5,19.44
transportation and warehousing and utilities,total,2007,M06,6/1/07,4524.9,38.5,19.56
transportation and warehousing and utilities,total,2007,M07,7/1/07,4527.9,38.5,19.6
transportation and warehousing and utilities,total,2007,M08,8/1/07,4524,38.5,19.66
transportation and warehousing and utilities,total,2007,M09,9/1/07,4546,38.5,19.78
transportation and warehousing and utilities,total,2007,M10,10/1/07,4541.4,38.3,19.86
transportation and warehousing and utilities,total,2007,M11,11/1/07,4538.6,38.4,19.95
transportation and warehousing and utilities,total,2007,M12,12/1/07,4536,38.5,20.23
transportation and warehousing and utilities,total,2008,M01,1/1/08,4537.8,38.6,19.99
transportation and warehousing and utilities,total,2008,M02,2/1/08,4541.6,38.5,20.02
transportation and warehousing and utilities,total,2008,M03,3/1/08,4542.4,38.5,20.04
transportation and warehousing and utilities,total,2008,M04,4/1/08,4546.8,38.5,20.16
transportation and warehousing and utilities,total,2008,M05,5/1/08,4535.2,38.4,20.23
transportation and warehousing and utilities,total,2008,M06,6/1/08,4522.6,38.5,20.32
transportation and warehousing and utilities,total,2008,M07,7/1/08,4517.4,38.3,20.43
transportation and warehousing and utilities,total,2008,M08,8/1/08,4500.4,38.5,20.31
transportation and warehousing and utilities,total,2008,M09,9/1/08,4464.8,38.4,20.36
transportation and warehousing and utilities,total,2008,M10,10/1/08,4450,38.4,20.36
transportation and warehousing and utilities,total,2008,M11,11/1/08,4409.1,38.4,20.36
transportation and warehousing and utilities,total,2008,M12,12/1/08,4382.2,38.4,20.33
transportation and warehousing and utilities,total,2009,M01,1/1/09,4358.5,38.4,20.26
transportation and warehousing and utilities,total,2009,M02,2/1/09,4334.5,38.2,20.33
transportation and warehousing and utilities,total,2009,M03,3/1/09,4301,38.1,20.41
transportation and warehousing and utilities,total,2009,M04,4/1/09,4255.3,37.9,20.4
transportation and warehousing and utilities,total,2009,M05,5/1/09,4237.4,38.3,20.41
transportation and warehousing and utilities,total,2009,M06,6/1/09,4219.8,37.9,20.3
transportation and warehousing and utilities,total,2009,M07,7/1/09,4198.2,38,20.37
transportation and warehousing and utilities,total,2009,M08,8/1/09,4187.8,38,20.37
transportation and warehousing and utilities,total,2009,M09,9/1/09,4179.5,38.2,20.43
transportation and warehousing and utilities,total,2009,M10,10/1/09,4163.8,38.1,20.52
transportation and warehousing and utilities,total,2009,M11,11/1/09,4158.3,38.1,20.55
transportation and warehousing and utilities,total,2009,M12,12/1/09,4108.4,38,20.62
transportation and warehousing and utilities,total,2010,M01,1/1/10,4129,38.1,20.74
transportation and warehousing and utilities,total,2010,M02,2/1/10,4129.4,37.5,20.8
transportation and warehousing and utilities,total,2010,M03,3/1/10,4140.8,37.9,20.81
transportation and warehousing and utilities,total,2010,M04,4/1/10,4147.1,38.2,20.78
transportation and warehousing and utilities,total,2010,M05,5/1/10,4158.3,38.4,20.85
transportation and warehousing and utilities,total,2010,M06,6/1/10,4175.2,38.4,20.86
transportation and warehousing and utilities,total,2010,M07,7/1/10,4192.6,38.6,20.9
transportation and warehousing and utilities,total,2010,M08,8/1/10,4188.9,38.6,20.98
transportation and warehousing and utilities,total,2010,M09,9/1/10,4206.3,38.5,21.05
transportation and warehousing and utilities,total,2010,M10,10/1/10,4216.4,38.6,21.07
transportation and warehousing and utilities,total,2010,M11,11/1/10,4225.3,38.6,21.14
transportation and warehousing and utilities,total,2010,M12,12/1/10,4250.1,38.7,21.1
transportation and warehousing and utilities,total,2011,M01,1/1/11,4217.3,38.6,21.19
transportation and warehousing and utilities,total,2011,M02,2/1/11,4248.2,38.7,21.28
transportation and warehousing and utilities,total,2011,M03,3/1/11,4258.7,38.9,21.34
transportation and warehousing and utilities,total,2011,M04,4/1/11,4277.4,38.8,21.4
transportation and warehousing and utilities,total,2011,M05,5/1/11,4285.6,38.7,21.45
transportation and warehousing and utilities,total,2011,M06,6/1/11,4301.5,38.7,21.56
transportation and warehousing and utilities,total,2011,M07,7/1/11,4303.8,38.6,21.61
transportation and warehousing and utilities,total,2011,M08,8/1/11,4310.6,38.5,21.71
transportation and warehousing and utilities,total,2011,M09,9/1/11,4315.9,38.4,21.71
transportation and warehousing and utilities,total,2011,M10,10/1/11,4324.1,38.3,21.78
transportation and warehousing and utilities,total,2011,M11,11/1/11,4328.2,38.3,21.81
transportation and warehousing and utilities,total,2011,M12,12/1/11,4328.3,38.2,21.89
transportation and warehousing and utilities,total,2012,M01,1/1/12,4346.3,38.4,21.88
transportation and warehousing and utilities,total,2012,M02,2/1/12,4372.2,38.3,21.83
transportation and warehousing and utilities,total,2012,M03,3/1/12,4377,38.3,21.91
transportation and warehousing and utilities,total,2012,M04,4/1/12,4364.9,38.3,21.96
transportation and warehousing and utilities,total,2012,M05,5/1/12,4397.5,38.3,21.97
transportation and warehousing and utilities,total,2012,M06,6/1/12,4397.7,38.4,21.94
transportation and warehousing and utilities,total,2012,M07,7/1/12,4409.9,38.3,21.96
transportation and warehousing and utilities,total,2012,M08,8/1/12,4422.2,38.3,21.92
transportation and warehousing and utilities,total,2012,M09,9/1/12,4426.1,38.3,21.92
transportation and warehousing and utilities,total,2012,M10,10/1/12,4436.6,38.4,21.85
transportation and warehousing and utilities,total,2012,M11,11/1/12,4428.1,38.5,21.91
transportation and warehousing and utilities,total,2012,M12,12/1/12,4463.7,38.4,21.94
transportation and warehousing and utilities,total,2013,M01,1/1/13,4465,38.5,22.03
transportation and warehousing and utilities,total,2013,M02,2/1/13,4463.3,38.6,21.96
transportation and warehousing and utilities,total,2013,M03,3/1/13,4456.9,38.7,22.05
transportation and warehousing and utilities,total,2013,M04,4/1/13,4471.4,38.5,22.15
transportation and warehousing and utilities,total,2013,M05,5/1/13,4467.5,38.6,22.19
transportation and warehousing and utilities,total,2013,M06,6/1/13,4471.8,38.5,22.26
transportation and warehousing and utilities,total,2013,M07,7/1/13,4463.9,38.6,22.34
transportation and warehousing and utilities,total,2013,M08,8/1/13,4479.8,38.7,22.43
transportation and warehousing and utilities,total,2013,M09,9/1/13,4506.2,38.7,22.44
transportation and warehousing and utilities,total,2013,M10,10/1/13,4512.2,38.8,22.55
transportation and warehousing and utilities,total,2013,M11,11/1/13,4529.8,38.7,22.58
transportation and warehousing and utilities,total,2013,M12,12/1/13,4541.2,38.8,22.65
transportation and warehousing and utilities,total,2014,M01,1/1/14,4561.9,38.7,22.71
transportation and warehousing and utilities,total,2014,M02,2/1/14,4556.8,38.6,22.78
transportation and warehousing and utilities,total,2014,M03,3/1/14,4572.6,38.6,22.81
transportation and warehousing and utilities,total,2014,M04,4/1/14,4586.5,38.7,22.93
transportation and warehousing and utilities,total,2014,M05,5/1/14,4614.8,38.6,22.93
transportation and warehousing and utilities,total,2014,M06,6/1/14,4634,38.4,22.91
transportation and warehousing and utilities,total,2014,M07,7/1/14,4661.5,38.5,22.87
